-0.00001909;-0.00006158;0.00000110;-0.00002687;-0.00002698;-0.00000177;0.00000168;-0.00002682;
0.00000807;-0.00005143;0.00000051;-0.00001681;0.00001819;-0.00001093;0.00000954;-0.00002003;
-0.00000463;-0.00003717;-0.00001068;-0.00002465;0.00004723;0.00001670;0.00001598;0.00001665;
-0.00003440;-0.00001013;-0.00000952;-0.00001705;0.00002237;0.00003118;-0.00001321;0.00002756;
-0.00004128;0.00000322;-0.00003420;-0.00003735;0.00001598;-0.00000552;-0.00008203;0.00001571;
-0.00004160;-0.00003190;-0.00003565;-0.00006055;-0.00000255;-0.00001413;-0.00006945;0.00000928;
-0.00003239;-0.00000847;-0.00000498;-0.00002510;0.00001580;0.00000498;-0.00003295;0.00001817;
-0.00002812;-0.00003228;-0.00001044;-0.00000729;0.00002383;0.00000758;-0.00001223;0.00003022;
-0.00001603;-0.00001696;-0.00003333;-0.00004870;-0.00000592;-0.00001643;0.00000268;0.00002211;
-0.00005414;-0.00001042;-0.00005230;-0.00005407;-0.00002135;-0.00001721;-0.00001176;0.00000773;
-0.00004748;-0.00002034;-0.00000288;-0.00007723;0.00002338;-0.00001348;-0.00001491;0.00004743;
-0.00006786;0.00002604;0.00002823;-0.00007857;-0.00000731;0.00000843;0.00000179;0.00003156;
-0.00006285;-0.00006444;0.00002387;-0.00004770;0.00000335;0.00000121;0.00002291;-0.00000867;
-0.00008746;-0.00007157;0.00001013;-0.00007141;-0.00001710;0.00001229;0.00002059;0.00000494;
-0.00006837;-0.00006665;0.00002215;-0.00005376;-0.00003102;0.00001936;0.00002550;0.00002394;
-0.00007302;-0.00001397;0.00002441;-0.00005396;0.00000805;0.00005154;0.00004828;0.00002468;
-0.00009164;-0.00001920;0.00001938;-0.00000798;-0.00001967;0.00007242;0.00003782;0.00002602;
-0.00005159;-0.00003250;-0.00002003;-0.00006650;-0.00000802;0.00001039;0.00002318;-0.00000409;
-0.00005642;-0.00004195;-0.00002727;-0.00003049;-0.00002441;0.00000697;0.00001996;0.00000279;
-0.00002486;-0.00004195;-0.00000237;-0.00000528;0.00000291;0.00003686;0.00004779;-0.00001178;
0.00000503;-0.00005847;0.00002358;-0.00000662;0.00000773;0.00003619;0.00006348;-0.00001026;
-0.00000262;-0.00000679;0.00000910;-0.00003129;-0.00002555;0.00000635;0.00005496;-0.00002007;
0.00001752;0.00001142;-0.00000340;-0.00004841;0.00002313;0.00001263;-0.00002901;-0.00000532;
0.00001902;0.00002090;0.00000192;-0.00001200;0.00002195;0.00003243;0.00000916;0.00002085;
-0.00000740;0.00002962;0.00000633;0.00001048;0.00002667;0.00001368;0.00003713;-0.00002119;
0.00000016;0.00002557;-0.00005814;-0.00003769;0.00000145;0.00001249;-0.00001178;-0.00001777;
-0.00000793;0.00002778;-0.00004352;-0.00002982;-0.00002557;-0.00000530;-0.00002642;0.00000425;
-0.00000858;-0.00000016;0.00000206;-0.00004946;-0.00002376;0.00001100;0.00000968;-0.00000402;
